Key,Source,Context,Changes,English,Russian,TChinese
perkPistolPerfRank3LongDesc,progression,Skills,,"You are a fan of pistols.\nWeapon breakdown rate is reduced by 30%. Damage is increased by 30%, reload speed by 18% and its rate of fire by 15%.","Вы фанат пистолетов.\nСкорость поломки оружия уменьшена на 30%. Урон увеличен на 30%, скорость перезарядки на 18% а его скорострельность на 15%","你是手槍的粉絲。\n武器損壞率降低30%。傷害增加30%，重新裝彈速度增加18%，射速增加15%。"
perkPistolPerfRank4LongDesc,progression,Skills,,"You are an expert in pistols.\nWeapon breakdown rate is reduced by 40%. Damage is increased by 40%, reload speed by 24% and its rate of fire by 20%.","Вы эксперт пистолетов.\nСкорость поломки оружия уменьшена на 40%. Урон увеличен на 40%, скорость перезарядки на 24% а его скорострельность на 20%","你是手槍專家。\n武器損壞率降低40%。傷害增加40%，重新裝彈速度增加24%，射速增加20%。"
perkPistolPerfRank5LongDesc,progression,Skills,,"You are a master of pistols.\nWeapon breakdown rate is reduced by 50%. Damage is increased by 50%, reload speed by 30% and its rate of fire by 25%.","Вы мастер пистолетов.\nСкорость поломки оружия уменьшена на 50%. Урон увеличен на 50%, скорость перезарядки на 30% а его скорострельность на 25%","你是手槍大師。\n武器損壞率降低50%。傷害增加50%，重新裝彈速度增加30%，射速增加25%。"
perkPistolPerfRank1Desc,progression,Skills,,Amateur,Любитель,業餘愛好者
perkPistolPerfRank2Desc,progression,Skills,,Pro,Профи,專業
perkPistolPerfRank3Desc,progression,Skills,,Fan,Фанат,粉絲
perkPistolPerfRank4Desc,progression,Skills,,Expert,Эксперт,專家
perkPistolPerfRank5Desc,progression,Skills,,Master,Мастер,大師

perkBowsPerfName,progression,perk,,Bows and crossbows,Луки и арбалеты,弓和弩
perkBowsPerfDesc,progression,perk,,"True connoisseurs of bows and crossbows know how to handle them properly. By improving the skill of ownership, you reduce the speed of weapon breakdown, increase its rate of fire, damage and reload speed.","Настоящие ценители луков и арбалетов знают как с ними правильно управляться. Улучшая навык владения вы снижаете скорость поломки оружия, увеличиваете его скорострельно, урон и скорость перезарядки","真正的弓和弩的鑑賞家知道如何正確處理它們。通過提高掌握技能，你可以減少武器的損壞速度，增加其射速、傷害和重新裝填速度。"
perkBowsPerfRank1LongDesc,progression,Skills,,"You are a amateur of bows and crossbows.\nWeapon breakdown rate is reduced by 10%. Damage is increased by 10%, reload speed by 6% and its rate of fire by 5%.","Вы любитель луков и арбалетов.\nСкорость поломки оружия уменьшена на 10%. Урон увеличен на 10%, скорость перезарядки на 6% а его скорострельность на 5%","你是弓和弩的愛好者。\n武器損壞率降低10%。傷害增加10%，重新裝填速度增加6%，射速增加5%。"
perkBowsPerfRank2LongDesc,progression,Skills,,"You are a pro with bows and crossbows.\nWeapon breakdown rate is reduced by 20%. Damage is increased by 20%, reload speed by 12% and its rate of fire by 10%.","Вы профи луков и арбалетов.\nСкорость поломки оружия уменьшена на 20%. Урон увеличен на 20%, скорость перезарядки на 12% а его скорострельность на 10%","你是弓和弩專家。\n武器損壞率降低20%。傷害增加20%，重新裝填速度增加12%，射速增加10%。"
perkBowsPerfRank3LongDesc,progression,Skills,,"You are a fan of bows and crossbows.\nWeapon breakdown rate is reduced by 30%. Damage is increased by 30%, reload speed by 18% and its rate of fire by 15%.","Вы фанат луков и арбалетов.\nСкорость поломки оружия уменьшена на 30%. Урон увеличен на 30%, скорость перезарядки на 18% а его скорострельность на 15%","你是弓和弩的粉絲。\n武器損壞率降低30%。傷害增加30%，重新裝填速度增加18%，射速增加15%。"
perkBowsPerfRank4LongDesc,progression,Skills,,"You are an expert in bows and crossbows.\nWeapon breakdown rate is reduced by 40%. Damage is increased by 40%, reload speed by 24% and its rate of fire by 20%.","Вы эксперт луков и арбалетов.\nСкорость поломки оружия уменьшена на 40%. Урон увеличен на 40%, скорость перезарядки на 24% а его скорострельность на 20%","你是弓和弩專家。\n武器損壞率降低40%。傷害增加40%，重新裝填速度增加24%，射速增加20%。"
perkBowsPerfRank5LongDesc,progression,Skills,,"You are a master of bows and crossbows.\nWeapon breakdown rate is reduced by 50%. Damage is increased by 50%, reload speed by 30% and its rate of fire by 25%.","Вы мастер луков и арбалетов.\nСкорость поломки оружия уменьшена на 50%. Урон увеличен на 50%, скорость перезарядки на 30% а его скорострельность на 25%","你是弓和弩大師。\n武器損壞率降低50%。傷害增加50%，重新裝填速度增加30%，射速增加25%。"
perkBowsPerfRank1Desc,progression,Skills,,Amateur,Любитель,業餘愛好者
perkBowsPerfRank2Desc,progression,Skills,,Pro,Профи,專業
perkBowsPerfRank3Desc,progression,Skills,,Fan,Фанат,粉絲
perkBowsPerfRank4Desc,progression,Skills,,Expert,Эксперт,專家
perkBowsPerfRank5Desc,progression,Skills,,Master,Мастер,大師

perkRoboticsPerfName,progression,perk,,Robotics,Робототехника,機器人技術
perkRoboticsPerfDesc,progression,perk,,"True connoisseurs of robotics know how to use them correctly. By improving the skill of ownership, you increase the reload speed, magazine size, damage and attack speed of your turrets.","Настоящие ценители робототехники знают как с ними правильно управляться. Улучшая навык владения вы увеличиваете скорость перезарядки, размер магазина, урон и скорость атаки своих туррелей","真正的機器人技術鑑賞家知道如何正確使用它們。通過提高掌握技能，你可以增加砲塔的重新裝填速度、彈匣容量、傷害和攻擊速度。"
perkRoboticsPerfRank1LongDesc,progression,Skills,,"You are a amateur of turrets.\nReload speed increased by 4%, magazine size increased by 10, damage increased by 10%, and attack speed increased by 30%","Вы любитель туррелей.\nСкорость перезарядки увеличена 4%, размер магазина увеличен на 10, урон увеличен на 10%, а также скорость атаки увеличена на 20%","你是砲塔的愛好者。\n重新裝填速度增加4%，彈匣容量增加10，傷害增加10%，攻擊速度增加30%"
perkRoboticsPerfRank2LongDesc,progression,Skills,,"You are a pro turret.\nReload speed increased by 8%, magazine size increased by 20, damage increased by 20%, and attack speed increased by 70%","Вы профи туррелей.\nСкорость перезарядки увеличена 8%, размер магазина увеличен на 20, урон увеличен на 20%, а также скорость атаки увеличена на 40%","你是砲塔專家。\n重新裝填速度增加8%，彈匣容量增加20，傷害增加20%，攻擊速度增加70%"
perkRoboticsPerfRank3LongDesc,progression,Skills,,"You're a fan of turrets.\nReload speed increased by 12%, magazine size increased by 30, damage increased by 30%, and attack speed increased by 110%","Вы фанат туррелей.\nСкорость перезарядки увеличена 12%, размер магазина увеличен на 30, урон увеличен на 30%, а также скорость атаки увеличена на 60%","你是砲塔的粉絲。\n重新裝填速度增加12%，彈匣容量增加30，傷害增加30%，攻擊速度增加110%"
perkRoboticsPerfRank4LongDesc,progression,Skills,,"You are an expert in bows and crossbows.\nWeapon breakdown rate is reduced by 40%. Damage is increased by 40%, reload speed by 24% and its rate of fire by 20%.","Вы эксперт туррелей.\nСкорость перезарядки увеличена 16%, размер магазина увеличен на 40, урон увеличен на 40%, а также скорость атаки увеличена на 80%","你是砲塔專家。\n重新裝填速度增加16%，彈匣容量增加40，傷害增加40%，攻擊速度增加80%"
perkRoboticsPerfRank5LongDesc,progression,Skills,,"You are a master of turrets.\nReload speed increased by 20%, magazine size increased by 50, damage increased by 50%, and attack speed increased by 100%.","Вы мастер туррелей.\nСкорость перезарядки увеличена 20%, размер магазина увеличен на 50, урон увеличен на 50%, а также скорость атаки увеличена на 100%","你是砲塔大師。\n重新裝填速度增加20%，彈匣容量增加50，傷害增加50%，攻擊速度增加100%"
perkRoboticsPerfRank1Desc,progression,Skills,,Amateur,Любитель,業餘愛好者
perkRoboticsPerfRank2Desc,progression,Skills,,Pro,Профи,專業
perkRoboticsPerfRank3Desc,progression,Skills,,Fan,Фанат,粉絲
perkRoboticsPerfRank4Desc,progression,Skills,,Expert,Эксперт,專家
perkRoboticsPerfRank5Desc,progression,Skills,,Master,Мастер,大師

perkMeleeHeavyPerfName,progression,perk,,Heavy melee weapon,Тяжелое оружие ближнего боя,重型近戰武器
perkMeleeHeavyPerfDesc,progression,perk,,"True connoisseurs of heavy melee weapons, such as a spear, sledgehammer or club, know how to handle them correctly. Improving the skill of wielding them, you reduce the speed of weapon breakdown, stamina consumption, and also increase the attack speed and damage of this weapon.","Настоящие ценители тяжелого оружия ближнего боя, таких как копье, кувалда или дубина, знают как с ними правильно управляться. Улучшая навык владения вы снижаете скорость поломки оружия, расход выносливости, а также увеличиваете скорость атаки и урон этим оружием","真正的重型近戰武器鑑賞家，如長矛、大錘或棍棒，知道如何正確處理它們。通過提高掌握技能，你可以減少武器的損壞速度、耐力消耗，並增加攻擊速度和這種武器的傷害。"
perkMeleeHeavyPerfRank1LongDesc,progression,Skills,,"You are a amateur of heavy melee weapons - spears, sledgehammers and clubs.\nWeapon breakage rate decreased by 10% and stamina consumption by 6%. Attack speed increased by 5% and damage by 10%","Вы любитель тяжелого оружия ближнего боя - копья,кувалды и дубины.\nСкорость поломки оружия уменьшена на 10% а расход выносливости на 6%. Скорость атаки увеличена на 5% а урон на 10%","你是重型近戰武器的愛好者 - 長矛、大錘和棍棒。\n武器損壞率降低10%，耐力消耗降低6%。攻擊速度增加5%，傷害增加10%"
perkMeleeHeavyPerfRank2LongDesc,progression,Skills,,"You are a pro of heavy melee weapons - spears, sledgehammers and clubs.\nWeapon breakage rate decreased by 20% and stamina consumption by 12%. Attack speed increased by 10% and damage by 20%","Вы профи тяжелого оружия ближнего боя - копья,кувалды и дубины.\nСкорость поломки оружия уменьшена на 20% а расход выносливости на 12%. Скорость атаки увеличена на 10% а урон на 20%","你是重型近戰武器專家 - 長矛、大錘和棍棒。\n武器損壞率降低20%，耐力消耗降低12%。攻擊速度增加10%，傷害增加20%"
perkMeleeHeavyPerfRank3LongDesc,progression,Skills,,"You are a fan of heavy melee weapons - spears, sledgehammers and clubs.\nWeapon breakage rate decreased by 30% and stamina consumption by 18%. Attack speed increased by 15% and damage by 30%","Вы фанат тяжелого оружия ближнего боя - копья,кувалды и дубины.\nСкорость поломки оружия уменьшена на 30% а расход выносливости на 18%. Скорость атаки увеличена на 15% а урон на 30%","你是重型近戰武器的粉絲 - 長矛、大錘和棍棒。\n武器損壞率降低30%，耐力消耗降低18%。攻擊速度增加15%，傷害增加30%"
perkMeleeHeavyPerfRank4LongDesc,progression,Skills,,"You are a expert of heavy melee weapons - spears, sledgehammers and clubs.\nWeapon breakage rate decreased by 50% and stamina consumption by 24%. Attack speed increased by 20% and damage by 40%","Вы эксперт тяжелого оружия ближнего боя - копья,кувалды и дубины.\nСкорость поломки оружия уменьшена на 40% а расход выносливости на 24%. Скорость атаки увеличена на 20% а урон на 40%","你是重型近戰武器專家 - 長矛、大錘和棍棒。\n武器損壞率降低50%，耐力消耗降低24%。攻擊速度增加20%，傷害增加40%"
perkMeleeHeavyPerfRank5LongDesc,progression,Skills,,"You are a master of heavy melee weapons - spears, sledgehammers and clubs.\nWeapon breakage rate decreased by 50% and stamina consumption by 30%. Attack speed increased by 25% and damage by 50%","Вы мастер тяжелого оружия ближнего боя - копья,кувалды и дубины.\nСкорость поломки оружия уменьшена на 50% а расход выносливости на 30%. Скорость атаки увеличена на 25% а урон на 50%","你是重型近戰武器大師 - 長矛、大錘和棍棒。\n武器損壞率降低50%，耐力消耗降低30%。攻擊速度增加25%，傷害增加50%"
perkMeleeHeavyPerfRank1Desc,progression,Skills,,Amateur,Любитель,業餘愛好者
perkMeleeHeavyPerfRank2Desc,progression,Skills,,Pro,Профи,專業
perkMeleeHeavyPerfRank3Desc,progression,Skills,,Fan,Фанат,粉絲
perkMeleeHeavyPerfRank4Desc,progression,Skills,,Expert,Эксперт,專家
perkMeleeHeavyPerfRank5Desc,progression,Skills,,Master,Мастер,大師
perkMeleeLightPerfName,progression,perk,,Light melee weapon,Легкое оружие ближнего боя,輕型近戰武器
perkMeleeLightPerfDesc,progression,perk,,"True connoisseurs of light melee weapons, such as brass knuckles, knives or stun batons, know how to handle them properly. Improving the skill of wielding them, you reduce the speed of weapon breakdown, stamina consumption, and also increase the attack speed and damage of this weapon.","Настоящие ценители легкого оружия ближнего боя, таких как кастеты, ножи или оглушающие жезлы, знают как с ними правильно управляться. Улучшая навык владения вы снижаете скорость поломки оружия, расход выносливости, а также увеличиваете скорость атаки и урон этим оружием","真正的輕型近戰武器鑑賞家，如指虎、刀或電擊棒，知道如何正確處理它們。通過提高掌握技能，你可以減少武器的損壞速度、耐力消耗，並增加攻擊速度和這種武器的傷害。"
perkMeleeLightPerfRank1LongDesc,progression,Skills,,"You are a amateur of light melee weapons - brass knuckles, knives and stun batons.\nWeapon breakage rate decreased by 10% and stamina consumption by 6%. Attack speed increased by 5% and damage by 10%","Вы любитель легкого оружия ближнего боя - кастеты,ножи и оглушающие жезлы.\nСкорость поломки оружия уменьшена на 10% а расход выносливости на 6%. Скорость атаки увеличена на 5% а урон на 10%","你是輕型近戰武器的愛好者 - 指虎、刀和電擊棒。\n武器損壞率降低10%，耐力消耗降低6%。攻擊速度增加5%，傷害增加10%"
perkMeleeLightPerfRank2LongDesc,progression,Skills,,"You are a pro of light melee weapons - brass knuckles, knives and stun batons.\nWeapon breakage rate decreased by 20% and stamina consumption by 12%. Attack speed increased by 10% and damage by 20%","Вы профи легкого оружия ближнего боя - кастеты,ножи и оглушающие жезлы.\nСкорость поломки оружия уменьшена на 20% а расход выносливости на 12%. Скорость атаки увеличена на 10% а урон на 20%","你是輕型近戰武器專家 - 指虎、刀和電擊棒。\n武器損壞率降低20%，耐力消耗降低12%。攻擊速度增加10%，傷害增加20%"
perkMeleeLightPerfRank3LongDesc,progression,Skills,,"You are a fan of light melee weapons - brass knuckles, knives and stun batons.\nWeapon breakage rate decreased by 30% and stamina consumption by 18%. Attack speed increased by 15% and damage by 30%","Вы фанат легкого оружия ближнего боя - кастеты,ножи и оглушающие жезлы.\nСкорость поломки оружия уменьшена на 30% а расход выносливости на 18%. Скорость атаки увеличена на 15% а урон на 30%","你是輕型近戰武器的粉絲 - 指虎、刀和電擊棒。\n武器損壞率降低30%，耐力消耗降低18%。攻擊速度增加15%，傷害增加30%"
perkMeleeLightPerfRank4LongDesc,progression,Skills,,"You are a expert of light melee weapons - brass knuckles, knives and stun batons.\nWeapon breakage rate decreased by 50% and stamina consumption by 24%. Attack speed increased by 20% and damage by 40%","Вы эксперт легкого оружия ближнего боя - кастеты,ножи и оглушающие жезлы.\nСкорость поломки оружия уменьшена на 40% а расход выносливости на 24%. Скорость атаки увеличена на 20% а урон на 40%","你是輕型近戰武器專家 - 指虎、刀和電擊棒。\n武器損壞率降低50%，耐力消耗降低24%。攻擊速度增加20%，傷害增加40%"
perkMeleeLightPerfRank5LongDesc,progression,Skills,,"You are a master of light melee weapons - brass knuckles, knives and stun batons.\nWeapon breakage rate decreased by 50% and stamina consumption by 30%. Attack speed increased by 25% and damage by 50%","Вы мастер легкого оружия ближнего боя - кастеты,ножи и оглушающие жезлы.\nСкорость поломки оружия уменьшена на 50% а расход выносливости на 30%. Скорость атаки увеличена на 25% а урон на 50%","你是輕型近戰武器大師 - 指虎、刀和電擊棒。\n武器損壞率降低50%，耐力消耗降低30%。攻擊速度增加25%，傷害增加50%"
perkMeleeLightPerfRank1Desc,progression,Skills,,Amateur,Любитель,業餘愛好者
perkMeleeLightPerfRank2Desc,progression,Skills,,Pro,Профи,專業
perkMeleeLightPerfRank3Desc,progression,Skills,,Fan,Фанат,粉絲
perkMeleeLightPerfRank4Desc,progression,Skills,,Expert,Эксперт,專家
perkMeleeLightPerfRank5Desc,progression,Skills,,Master,Мастер,大師
